Date,Electricity_Consumption
2020-01-01 00:00:00,134.1830099177849
2020-01-01 01:00:00,67.49898354036239
2020-01-01 02:00:00,140.53397800349273
2020-01-01 03:00:00,27.359332872527055
2020-01-01 04:00:00,50.03274845538258
2020-01-01 05:00:00,67.89876542811014
2020-01-01 06:00:00,82.24985115362162
2020-01-01 07:00:00,57.40673858278649
2020-01-01 08:00:00,69.18294327560291
2020-01-01 09:00:00,64.990200229382
2020-01-01 10:00:00,118.52444020075966
2020-01-01 11:00:00,46.90957496009503
2020-01-01 12:00:00,5.856796733647405
2020-01-01 13:00:00,77.65520693554039
2020-01-01 14:00:00,167.11263344478297
2020-01-01 15:00:00,18.539733239213387
2020-01-01 16:00:00,120.68994608247267
2020-01-01 17:00:00,117.15483974268416
2020-01-01 18:00:00,29.275396192609804
2020-01-01 19:00:00,11.272479196904271
2020-01-01 20:00:00,104.44993144163664
2020-01-01 21:00:00,103.02951959681208
2020-01-01 22:00:00,25.894551018109546
2020-01-01 23:00:00,19.099884958133142
2020-01-02 00:00:00,38.35974973249473
2020-01-02 01:00:00,40.26714538622236
2020-01-02 02:00:00,16.081270811370516
2020-01-02 03:00:00,46.682620240804425
2020-01-02 04:00:00,29.107544490734
2020-01-02 05:00:00,66.99374454839145
2020-01-02 06:00:00,52.41819037672193
2020-01-02 07:00:00,68.58136192435421
2020-01-02 08:00:00,35.183116537858375
2020-01-02 09:00:00,42.34181342895212
2020-01-02 10:00:00,30.940246228027902
2020-01-02 11:00:00,14.486638112398975
2020-01-02 12:00:00,15.843071982133212
2020-01-02 13:00:00,69.92047979618705
2020-01-02 14:00:00,80.8649547058113
2020-01-02 15:00:00,57.657781538005466
2020-01-02 16:00:00,67.58249211491625
2020-01-02 17:00:00,33.948284378136925
2020-01-02 18:00:00,43.79145258761196
2020-01-02 19:00:00,55.18879640240198
2020-01-02 20:00:00,23.61268446884724
2020-01-02 21:00:00,88.49571855916793
2020-01-02 22:00:00,70.03321814686986
2020-01-02 23:00:00,17.24884848919119
2020-01-03 00:00:00,101.83857244917189
2020-01-03 01:00:00,47.67019031010109
2020-01-03 02:00:00,41.21957883292913
2020-01-03 03:00:00,104.04934950805503
2020-01-03 04:00:00,65.83938705797831
2020-01-03 05:00:00,79.89823292459711
2020-01-03 06:00:00,57.58657002327254
2020-01-03 07:00:00,67.56902025128983
2020-01-03 08:00:00,21.670117596583847
2020-01-03 09:00:00,91.671788666678
2020-01-03 10:00:00,40.933033341363334
2020-01-03 11:00:00,32.456727980637126
2020-01-03 12:00:00,140.53403845842297
2020-01-03 13:00:00,88.73479625744022
2020-01-03 14:00:00,45.05048682626294
2020-01-03 15:00:00,84.06875176143728
2020-01-03 16:00:00,76.00807823618266
2020-01-03 17:00:00,89.47801254214448
2020-01-03 18:00:00,66.59617553855496
2020-01-03 19:00:00,24.882166786704985
2020-01-03 20:00:00,63.67875764008433
2020-01-03 21:00:00,109.44008064496607
2020-01-03 22:00:00,40.346291171872046
2020-01-03 23:00:00,139.39719836543543
2020-01-04 00:00:00,31.93276484828447
2020-01-04 01:00:00,72.95486570807594
2020-01-04 02:00:00,35.14541172275667
2020-01-04 03:00:00,78.61636225095992
2020-01-04 04:00:00,67.34050402562055
2020-01-04 05:00:00,25.00691618286922
2020-01-04 06:00:00,58.96416755863635
2020-01-04 07:00:00,76.87796897805016
2020-01-04 08:00:00,28.73063006842183
2020-01-04 09:00:00,98.76531036524788
2020-01-04 10:00:00,51.13547379271213
2020-01-04 11:00:00,131.14262997932528
2020-01-04 12:00:00,50.18207380575866
2020-01-04 13:00:00,34.466429250776
2020-01-04 14:00:00,23.949722187461905
2020-01-04 15:00:00,40.27403106167476
2020-01-04 16:00:00,38.66520267751494
2020-01-04 17:00:00,144.43086369283515
2020-01-04 18:00:00,22.487314381194892
2020-01-04 19:00:00,85.93617202568925
